id,name,category,latitude,longitude,pincode,district
node/30143150,Pudupattinam / Kalpakkam,Bus Stations,12.5036483,80.1509835,603102,Kanchipuram
node/186741980,Nungambakkam Police Station,Metro Stations,13.0578356,80.2427521,600034,Chennai
node/243049436,Sterling Road,Metro Stations,13.0633711,80.243452,600031,Chennai
node/243060332,மைலாப்பூர்,Bus Stations,13.0334336,80.2679457,600028,Chennai
node/243064594,Express avenue,Bus Stations,13.0608709,80.2652174,600014,Chennai
node/243714289,"Sri Ragavendra Temple, Paparpatti",Temples,12.2207676,78.0564145,636809,Dharmapuri
node/244510893,Gounder Mills Bus Stop,Bus Stations,11.0597627,76.9446459,641034,Coimbatore
node/244513191,"Sri Ramakrishna Engineering College, vatamalaipalayam, coimbatore",Colleges,11.1016316,76.9653051,641022,Coimbatore
node/245587171,Kottur Bus Stand,Bus Stations,10.6544489,77.0083351,642002,Coimbatore
node/246761179,Housing Unit,Bus Stations,11.0401065,76.9491122,641012,Coimbatore
node/246811544,Hope College Signal,Colleges,11.0263851,77.0208783,641004,Coimbatore
node/246866326,Thiruvanmiyur Moffusil bus stop,Bus Stations,12.9873013,80.2594187,600020,Chennai
node/247051479,Fertilizer company( yaeru company) bus stop,Bus Stations,11.0339729,76.9506762,641012,Coimbatore
node/247177661,Cheran Nagar,Bus Stations,11.0519652,76.9460784,642117,Coimbatore
node/247177666,ITI busstop,Bus Stations,11.0551818,76.9456277,641034,Coimbatore
node/247177667,Vellakinar Pirivu,Bus Stations,11.0643219,76.9436755,641034,Coimbatore
node/247177668,VG Hospital Bus stop,Bus Stations,11.0705557,76.9424133,641034,Coimbatore
node/247177691,"Shiva Temple, 1500 years old",Temples,11.0844709,76.9397289,641034,Coimbatore
node/247177695,NGGO Colony Busstop,Bus Stations,11.0900068,76.938591,641034,Coimbatore
node/247404099,Boys Company Bus Bay,Bus Stations,11.3642277,76.7753449,643231,Nilgiris
node/247432808,Sri Venkateswara College of Engineering - SVCE,Colleges,12.9864437,79.9717629,602117,Kanchipuram
node/247675520,T.Nagar,Metro Stations,13.0349762,80.2307357,600033,Chennai
node/247677936,Foreshore Estate Bus Terminus,Bus Stations,13.0224016,80.2763268,600028,Chennai
node/247691544,V House Bus Terminus,Bus Stations,13.0512112,80.2778386,600005,Chennai
node/248454339,Poonamallee MTC Terminus,Bus Stations,13.0511602,80.0949546,600117,Kanchipuram
node/248467412,Chennai Chetpet,Railway Stations,13.0743424,80.242421,600031,Chennai
node/248543645,Kuppam,Railway Stations,12.74728,78.3403626,635120,Krishnagiri
node/248543699,Mulanur,Railway Stations,12.662548,78.4067546,635852,Vellore
node/248543770,Patchur,Railway Stations,12.5865309,78.4697329,635852,Vellore
node/248545108,Pattaravakkam,Railway Stations,13.1143904,80.1663975,600098,Tiruvallur
node/249497682,Banyan Tree,Bus Stations,13.0109976,80.2591938,600085,Chennai
node/249497696,Malar Hospital,Bus Stations,13.0070054,80.2583614,600020,Chennai
node/249497892,Sathya Studio,Bus Stations,13.0148091,80.2593497,600028,Chennai
node/249965733,Honeymoon Boat House,Tourist Attractions,11.4041834,76.6803739,643007,Nilgiris
node/250319253,Hindi Prachar Sabha,Metro Stations,13.0363377,80.2394517,600035,Chennai
node/251103708,Cosmos,Bus Stations,12.9652276,77.7182222,635103,Krishnagiri
node/251104654,SAP ITPL,Bus Stations,12.9775585,77.7150021,635103,Krishnagiri
node/253455822,Prajwal School,Bus Stations,12.9920375,77.7564518,635103,Krishnagiri
node/253514986,Belandur Road,Railway Stations,12.9385595,77.707137,635103,Krishnagiri
node/256029400,SIDCO Industrial Estate,Industrial Estates,13.01407,80.2091208,600088,Kanchipuram
node/256039818,Guindy,Bus Stations,13.0080754,80.2093905,600088,Kanchipuram
node/256777901,Kanchipuram,Railway Stations,12.8483107,79.705073,600115,Kanchipuram
node/257439186,Nehru Nagar Industrial Estate,Industrial Estates,12.9742161,80.2475423,600096,Kanchipuram
node/257932256,Saravana Theatre,Bus Stations,13.0936754,80.2508682,600082,Chennai
node/259662367,Royapettah Police Station,Bus Stations,13.0524541,80.26382,600014,Chennai
node/261713038,Reddipalayam,Railway Stations,12.7281168,79.953204,603305,Kanchipuram
node/261713045,Villiyambakkam,Railway Stations,12.7518653,79.9341459,603312,Kanchipuram
node/261716087,Walajabad,Railway Stations,12.7968265,79.8185833,631605,Kanchipuram
node/261716103,Kanchipuram East,Railway Stations,12.8408612,79.7121979,600115,Kanchipuram
node/262308384,Pattabiram Military Siding,Railway Stations,13.1373759,80.0601177,600055,Tiruvallur
node/262308392,GingerBread,Bus Stations,13.0802164,80.1736956,600095,Tiruvallur
node/262308393,Ambattur Industrial Estate,Industrial Estates,13.0922855,80.1675492,600098,Tiruvallur
node/267158149,Tirumalpur,Railway Stations,12.9565668,79.6737627,631051,Vellore
node/276516531,Yerikarai Bus Stop,Bus Stations,13.2856855,80.2322807,600120,Tiruvallur
node/276608584,Ambattur Industrial Estate Junction,Industrial Estates,13.0997695,80.170132,600098,Tiruvallur
node/277375984,Sambandam Nagar,Bus Stations,12.9912772,80.0951151,603203,Kanchipuram
node/277912055,Ram Nagar,Bus Stations,12.9652732,80.2071039,600091,Kanchipuram
node/278662401,Kandal Cross Shrine,Churches,11.4075289,76.6755182,643007,Nilgiris
node/278744710,Velachery Vijayanagar Bus Terminus,Bus Stations,12.975951,80.2210664,600088,Kanchipuram
node/278745849,மூவரசம்பட்டு கூட்ரோடு,Bus Stations,12.9682899,80.18948,600091,Kanchipuram
node/278746364,Hindu Colony,Bus Stations,12.9754924,80.183263,600061,Kanchipuram
node/278746634,Nanganallur Bus Terminus,Bus Stations,12.9778068,80.1812484,600061,Kanchipuram
node/278747097,Chidambaram Stores,Bus Stations,12.9830658,80.1888463,600061,Kanchipuram
node/279150540,பரங்கிமலை ரயில் நிலையம்,Bus Stations,12.9946395,80.200193,600088,Kanchipuram
node/279222927,Dharmalingeswarar Temple,Temples,12.9715133,80.1863723,600061,Kanchipuram
node/279318169,Wellington,Railway Stations,11.3560782,76.7861039,643231,Nilgiris
node/279318170,Aruvankadu,Railway Stations,11.3595344,76.769611,643202,Nilgiris
node/279318171,Ketti,Railway Stations,11.3817911,76.7376133,643243,Nilgiris
node/279318172,Udhagamandalam,Railway Stations,11.4051694,76.6963387,643215,Nilgiris
node/279318254,Hill Grove,Railway Stations,11.3420141,76.8356649,643103,Nilgiris
node/279428204,Krishna Engineering College,Colleges,10.9369672,76.956139,641042,Coimbatore
node/279954205,Kallar,Railway Stations,11.3385535,76.8829064,643242,Nilgiris
node/279992466,Lovedale,Railway Stations,11.3848345,76.7051018,643215,Nilgiris
node/280171898,Saint Stephens,Churches,11.4141684,76.7022396,643215,Nilgiris
node/280172048,Holy Trinity,Churches,11.4134446,76.7022256,643215,Nilgiris
node/280498514,Siddhi Vinayakar Temple,Temples,12.9744013,80.1846894,600061,Kanchipuram
node/280498846,Ardhanarishvarar Temple,Temples,12.9849564,80.1880712,600061,Kanchipuram
node/280499221,Varasiddhi Vinayakar Temple,Temples,12.9791978,80.1811044,600061,Kanchipuram
node/280499839,Viswaroopa Anjaneya Temple,Temples,12.9862343,80.1943293,600061,Kanchipuram
node/280511180,Pathala Vigneshvarar Temple,Temples,12.9711569,80.1907604,600061,Kanchipuram
node/280942706,Breeks All India Secondary School,Schools,11.4124436,76.7014757,643215,Nilgiris
node/282438376,Westcroft,Residential Complexes,11.3539203,76.7988307,643231,Nilgiris
node/282461762,St. Thomas church,Churches,11.4020284,76.6942587,643215,Nilgiris
node/282839659,Ramakrishna Hospital BusStop,Bus Stations,11.0242008,76.9783476,641011,Coimbatore
node/282839766,RailwayGate BusStop,Bus Stations,11.0285064,76.9806936,641011,Coimbatore
node/282842135,Avarampalayam Bus Stand,Bus Stations,11.029187,76.9854035,641004,Coimbatore
node/282842885,NavaIndia Bus Stop,Bus Stations,11.0202939,76.9925083,641004,Coimbatore
node/282842908,ESSO Bunk Bus Stop,Bus Stations,11.0219214,76.9964075,641004,Coimbatore
node/282874142,Sri Ramakrishna Arts and Science College for Womens,Colleges,11.0223964,76.9780502,641011,Coimbatore
node/282875093,SNR College of Arts and Science,Colleges,11.0219743,76.9877109,641004,Coimbatore
node/282875098,Sri Ramakrishna Dental College,Colleges,11.0213038,76.9883559,641004,Coimbatore
node/282879494,Tudor Hall,Residential Complexes,11.4230698,76.6911455,643237,Nilgiris
node/283615699,JSS college of pharmacy,Colleges,11.4021309,76.7078353,643215,Nilgiris
node/283615937,Nazareth Convent,Schools,11.4070228,76.6942109,643215,Nilgiris
node/283625183,St Mary's Church,Churches,11.4086752,76.693954,643215,Nilgiris
node/285883979,sri krishna arts and science college,Colleges,10.9378137,76.9590823,641042,Coimbatore
node/286095496,Lawley Institute,Colleges,11.4146647,76.7093206,643215,Nilgiris
node/287207815,Erumapalayam,Bus Stations,11.6428292,78.1766463,636003,Salem
node/287789919,Vaitheeshwara School,Bus Stations,11.8065063,77.8248334,636404,Salem
node/287789925,Sampalli,Bus Stations,11.8116616,77.8358085,636404,Salem
node/287789933,Raman Nagar,Bus Stations,11.816408,77.844656,636404,Salem
node/288370387,Erode Junction,Railway Stations,11.3286258,77.7257896,638009,Erode
node/289373830,Kapaleeswarar Temple,Temples,13.0337415,80.2698427,600028,Chennai
node/290585815,Kingsbury Nursery School,Schools,11.4152621,76.7076641,643215,Nilgiris
node/290656624,Villivakkam MTC Bus Terminus,Bus Stations,13.1054562,80.2079273,600017,Chennai
node/291683210,arkay systems,Offices,11.0224082,76.9929061,641004,Coimbatore
node/292200485,Central Soil Conservation Institute,Colleges,11.4010787,76.6674647,643004,Nilgiris
node/292200486,Radio Astronomy Centre,Universities,11.3832903,76.6659146,643004,Nilgiris
node/292565769,Gunjuru Hosahalli,Bus Stations,12.9201794,77.7420259,635103,Krishnagiri
node/293396820,Mehtha Nagar,Metro Stations,13.0678104,80.2269115,600029,Chennai
node/295552094,அண்ணா நகர் கோபுரம்,Tourist Attractions,13.0863046,80.2137898,600030,Chennai
node/295979267,Asthamsa Varadar Anjaneyar Kovil,Temples,11.020842,76.9969377,641004,Coimbatore
node/295987842,Government Women's Polytechnic College,Colleges,11.0159476,76.975865,641011,Coimbatore
node/298958309,Glenrock House,Residential Complexes,11.4180805,76.7150541,643215,Nilgiris
node/299808136,Besant Nagar Depot,Bus Stations,13.0002825,80.2653435,600020,Chennai
node/299882966,Andal Nagar,Bus Stations,12.9810098,80.2066688,600088,Kanchipuram
node/299885276,Subramanya Temple,Temples,12.9852789,80.2049757,600088,Kanchipuram
node/300299526,Vinayaka Temple,Temples,12.9893877,80.2017099,600088,Kanchipuram
node/300314880,Sri Utthara Guruvayoorapan Temple,Temples,12.9830855,80.1932085,600061,Kanchipuram
node/300316947,Guindy Station,Bus Stations,13.0081325,80.2133106,600088,Kanchipuram
node/300370338,Vanuvampet,Bus Stations,12.9816619,80.1957195,600061,Kanchipuram
node/300467984,New Prince Higher Secondary,Schools,12.9853147,80.2029459,600088,Kanchipuram
node/300468062,St. Marks School,Schools,12.9868373,80.206505,600088,Kanchipuram
node/300468145,St. Marks Church,Churches,12.9864443,80.2065651,600088,Kanchipuram
node/301736148,Eldams Road,Bus Stations,13.0389089,80.2500396,600018,Chennai
node/301736149,Alwarpet,Bus Stations,13.0380814,80.2559271,600018,Chennai
node/301736152,ஆழ்வார் பேட்டை,Bus Stations,13.036222,80.2552101,600018,Chennai
node/301736187,Vanavil,Bus Stations,13.0414948,80.2476472,600018,Chennai
node/301736898,SIET,Bus Stations,13.0379526,80.2468797,600018,Chennai
node/301736902,Stella Maris,Bus Stations,13.0479032,80.2538704,600086,Chennai
node/301736903,Chola Sheraton,Bus Stations,13.0458825,80.2566441,600086,Chennai
node/301736912,Music Academy,Bus Stations,13.0464693,80.2605344,600086,Chennai
node/303010139,TTK Road,Bus Stations,13.0332207,80.2529435,600028,Chennai
node/303283947,Lily Pond Shopping Complex,Malls,13.0833302,80.272561,600007,Chennai
node/303284240,General Hospital,Bus Stations,13.081757,80.2767558,600004,Chennai
node/303284248,Ripon Building,Bus Stations,13.0812612,80.2718576,600007,Chennai
node/303510894,Nandanam YMCA,Bus Stations,13.0298352,80.2378848,600035,Chennai
node/303512414,சைதாப்பேட்டை பாலம்,Bus Stations,13.0195637,80.2246585,600035,Chennai
node/303695784,Commissioner Office,Bus Stations,13.0737672,80.2618156,600008,Chennai
node/303695785,Egmore Court,Bus Stations,13.0726877,80.2625412,600008,Chennai
node/304278622,Anna Nagar West,Railway Stations,13.0985386,80.2010061,600017,Chennai
node/304278630,Padi,Railway Stations,13.1036615,80.1948091,600017,Chennai
node/304920824,Aalandur Metro,Metro Stations,13.0036646,80.2007035,600088,Kanchipuram
node/304921944,Egmore Station,Bus Stations,13.0779219,80.2623857,600007,Chennai
node/304943976,Vengeeswaram Sivan Koil,Temples,13.0487479,80.212552,600026,Chennai
node/304944654,Perumal Koil,Temples,13.0522774,80.2139073,600026,Chennai
node/304986468,Neyyattinkara,Railway Stations,8.4100639,77.0816275,629163,Kanyakumari
node/304986485,Balaramapuram,Railway Stations,8.429903,77.0519047,629163,Kanyakumari
node/305478863,Sadasiva Nagar,Bus Stations,12.9656695,80.2037268,600091,Kanchipuram
node/306104406,Puratchi Thalaivar Dr. M.G.R Bus Terminus,Bus Stations,13.06846,80.2051255,600106,Chennai
node/306105674,Ramapuram Bus Stand,Bus Stations,13.0348049,80.1738571,600087,Tiruvallur
node/306113099,Taramani,Bus Stations,12.9854773,80.2405635,600020,Chennai
node/307388565,Sompura Gate,Bus Stations,12.8622209,77.77196,635103,Krishnagiri
node/307937880,"KK School, Varthur",Bus Stations,12.932928,77.7428116,635103,Krishnagiri
node/307938594,Varthuru,Bus Stations,12.9421116,77.7470469,635103,Krishnagiri
node/308032774,Saligramam Bus Terminus,Bus Stations,13.0533394,80.1970832,600084,Chennai
node/308180613,Nisarga Gate,Bus Stations,12.7946749,77.6200681,635118,Krishnagiri
node/308210316,Residency Towers,Residential Complexes,13.0402539,80.2437255,600025,Chennai
node/308300962,Accord Metropolitan,Metro Stations,13.0459441,80.2425563,600025,Chennai
node/308301022,DMS,Bus Stations,13.0467908,80.2482982,600025,Chennai
node/308313775,Ekkattuthangal,Bus Stations,13.0191024,80.2063609,600088,Kanchipuram
node/308317064,Ashok Pillar,Bus Stations,13.0348314,80.2118803,600033,Chennai
node/308446656,Om Prakash Bus Stop,Bus Stations,10.6469622,77.0073647,642002,Coimbatore
node/308450691,Tatvaloka,Temples,13.038997,80.2511147,600018,Chennai
node/308452579,Raja Mill Road,Bus Stations,10.6602831,77.0031006,642002,Coimbatore
node/308453275,CRPF bus stop,Bus Stations,11.1033642,76.9381294,641031,Coimbatore
node/308453278,Periyanaickenpalayam Stop,Bus Stations,11.1524702,76.9444695,641020,Coimbatore
node/308468463,Matta Mallasandra,Bus Stations,12.9476294,77.8338356,635103,Krishnagiri
node/308468472,Medi Mallasandra,Bus Stations,12.9528024,77.8303726,635103,Krishnagiri
node/308662055,Yattakodi,Bus Stations,12.9211631,77.8556467,635103,Krishnagiri
node/308662115,Shiva Ittige Factory,Bus Stations,12.9276803,77.8496726,635103,Krishnagiri
node/308662280,Arehalli Cross,Bus Stations,12.9423689,77.8365495,635103,Krishnagiri
node/308719006,Vasudevapura,Bus Stations,12.7979499,77.5208615,635118,Krishnagiri
node/308917111,Pazhavanthangal Station,Bus Stations,12.9880075,80.1856076,600061,Kanchipuram
node/309061729,Sri Bodyguard Muneeswarar Temple,Temples,13.0768215,80.2761163,600004,Chennai
node/309062093,Simson,Bus Stations,13.0702882,80.2738035,600002,Chennai
node/309062094,P.Orr & Sons,Bus Stations,13.0706454,80.2736995,600002,Chennai
node/309185794,Dams Road,Bus Stations,13.0671092,80.2685713,600002,Chennai
node/309185812,LIC,Bus Stations,13.0627904,80.2636986,600040,Chennai
node/309185820,TVS,Bus Stations,13.0592286,80.2597052,600040,Chennai
node/309323867,ஜெமினி,Bus Stations,13.055035,80.2493071,600025,Chennai
node/310100943,IIT/CLRI,Universities,13.0068649,80.2407247,600085,Chennai
node/310102879,VHS hospital,Bus Stations,13.0034175,80.2475947,600085,Chennai
node/310504179,Ambedkar Memorial,Tourist Attractions,13.0193208,80.266984,600028,Chennai
node/310504290,Ayappan Koil,Temples,13.0189307,80.2680823,600028,Chennai
node/310591980,மூவரசம்பேட்டை,Bus Stations,12.9699902,80.1863409,600061,Kanchipuram
node/310592291,Axis bank,Bus Stations,12.9661338,80.1885663,600091,Kanchipuram
node/310592748,Ponniamman Koil,Bus Stations,12.9647635,80.1964403,600091,Kanchipuram
node/310593525,Balaiah Garden,Bus Stations,12.9654812,80.2003039,600091,Kanchipuram
node/310593794,Kaiveli,Bus Stations,12.9636419,80.2153047,600091,Kanchipuram
node/310729808,Yellow Pages,Bus Stations,13.0445134,80.2685481,600014,Chennai
node/310732936,Kilpauk Medical College,Colleges,13.0785984,80.2433369,600010,Chennai
node/310878136,Sri Lakshmi Hayavadhana Perumal Temple,Temples,12.9844571,80.1920412,600061,Kanchipuram
node/310878214,Sri Varasidhi Vinayagar Temple,Temples,12.9836469,80.1919851,600061,Kanchipuram
node/311281260,Perambur Lourdes Church,Churches,13.1090349,80.2410153,600011,Chennai
node/311284385,Perambur MTC Terminus,Bus Stations,13.1085691,80.2482521,600011,Chennai
node/311337040,ICF MTC Terminus,Bus Stations,13.1002428,80.2147138,600017,Chennai
node/311988613,Alwarpet Anjaneyar Temple,Temples,13.0385397,80.2584688,600018,Chennai
node/312000326,Cancer Institute,Colleges,13.0061338,80.239884,600085,Chennai
node/312011839,Rajaji Memorial,Tourist Attractions,13.0064804,80.2391664,600085,Chennai
node/312011926,Bakthavachalam Memorial,Tourist Attractions,13.0067142,80.2362341,600085,Chennai
node/312011930,Kamaraj Memorial,Tourist Attractions,13.006922,80.2355846,600085,Chennai
node/312014519,Brilliant Matriculation School,Schools,12.9704142,80.186583,600061,Kanchipuram
node/312015795,Mowbray's Matriculation Higher Secondary School,Schools,12.985101,80.1894583,600061,Kanchipuram
node/312031432,Gandhinagar,Bus Stations,13.0068437,80.2493803,600085,Chennai
node/312686129,Ajanta,Bus Stations,13.0473146,80.2663311,600014,Chennai
node/313127753,St Theresas Church,Churches,13.0551911,80.2489306,600025,Chennai
node/313159416,Guru Nanak College,Colleges,12.9909681,80.2199873,600088,Kanchipuram
node/313275116,Mecheri,Bus Stations,11.8338053,77.9422295,636453,Salem
node/313279838,Ayyanar Koil,Temples,12.8949981,80.1005792,600046,Kanchipuram
node/313442701,Vetrivel Theatre,Bus Stations,12.9796394,80.1829783,600061,Kanchipuram
node/313690181,TVS,Bus Stations,11.6665682,78.1440061,636004,Salem
node/313690308,Valluvari Silai,Bus Stations,11.6547667,78.1586556,636003,Salem
node/313760446,Kondalampatti Byepass,Bus Stations,11.6327531,78.1268813,636307,Salem
node/313764625,Gandhi Road,Bus Stations,11.6712883,78.1582122,636004,Salem
node/313765846,ITI,Bus Stations,11.6919537,78.163095,636004,Salem
node/313765848,Collector Bnglow,Bus Stations,11.6902835,78.1626107,636004,Salem
node/313766334,Adivaaram,Bus Stations,11.713729,78.1774148,636004,Salem
node/313768010,Judge Road,Bus Stations,11.6867465,78.1745034,636003,Salem
node/313783576,Vannanthurai,Bus Stations,12.9963185,80.2624567,600020,Chennai
node/313864830,Market,Bus Stations,11.6550682,78.1636675,636003,Salem
node/313864837,Pattaikovil,Bus Stations,11.6581491,78.1670855,636003,Salem
node/313865729,Taluk Office,Bus Stations,11.6767332,78.1635559,636004,Salem
node/313983513,Thear Mooti,Bus Stations,11.6552756,78.163647,636003,Salem
node/314081186,Hindustan Maritime Institute,Colleges,12.5496672,80.1448235,603102,Kanchipuram
node/314342550,Town RS,Bus Stations,11.659538,78.1616591,636003,Salem
node/315310469,Kalpakkam Hindu burial,Temples,12.5158179,80.1465402,603102,Kanchipuram
node/315888034,Royapettah High Road Police Station,Bus Stations,13.0523172,80.2637555,600014,Chennai
node/315901385,Wesley Church,Churches,13.0574606,80.2644629,600014,Chennai
node/316244809,Shanti Theatre,Bus Stations,13.0672558,80.2705663,600002,Chennai
node/316244810,Thousand Lights,Bus Stations,13.0565217,80.2564362,600040,Chennai
node/316417308,Madurai,Parks,9.833333,77.833333,625705,Madurai
node/317827746,Jayanti,Bus Stations,12.9885068,80.2558808,600020,Chennai
node/318066696,Marudeeswarar Temple,Bus Stations,12.9853009,80.2596367,600020,Chennai
node/318069500,Thiruvanmiyur ECR Moffusil Bus stop,Bus Stations,12.9858076,80.2597253,600020,Chennai
node/319489527,National Institute of Fashion Technology (N.I.F.T),Colleges,12.9847385,80.2522404,600020,Chennai
node/319500757,Marudeeswarar Temple,Temples,12.9848728,80.2599847,600020,Chennai
node/320275824,Institute of Child Health,Colleges,13.0735496,80.257025,600008,Chennai
node/320275839,Institute of Obstetrics and Gynaecology dd,Colleges,13.0735431,80.2591463,600008,Chennai
node/321416009,Bison Point,Tourist Attractions,11.4967864,76.6893907,643005,Nilgiris
node/321417496,Moyar Gorge,Tourist Attractions,11.6161121,76.631118,643223,Nilgiris
node/321420713,Kovilpalayam Main Bus Stop,Bus Stations,11.1354175,77.0337521,641036,Coimbatore
node/321420715,United Physically Handicapped School,Schools,11.1047421,77.0242479,641036,Coimbatore
node/321420716,Vimal Jothi Convent School,Schools,11.090002,77.0090525,641035,Coimbatore
node/321652675,Minjur MTC Terminus,Bus Stations,13.2820098,80.2537049,600120,Tiruvallur
node/321659385,Manali MTC Terminus,Bus Stations,13.1699771,80.2571585,600051,Tiruvallur
node/321661962,மாதவரம் மாநகர பேருந்து முனையம்,Bus Stations,13.1523676,80.2283452,600051,Tiruvallur
node/322719303,Jayanthi,Bus Stations,12.9876477,80.2553395,600020,Chennai
node/323576962,Pentecostal Mission,Churches,12.910879,80.1038493,600097,Kanchipuram
node/325106931,KTPO,Bus Stations,12.9768663,77.7212545,635103,Krishnagiri
node/325191477,Madhya Kailash,Bus Stations,13.0061894,80.2475374,600085,Chennai
node/325200225,Alandur,Parks,12.9943729,80.1942837,600088,Kanchipuram
node/325204244,Bhoruka Steel,Bus Stations,12.9928984,77.7055427,635103,Krishnagiri
node/325783830,TTDC Boat House,Tourist Attractions,12.3521807,80.0624001,603313,Kanchipuram
node/325783921,ECR Beach View point,Tourist Attractions,12.7252768,80.2317426,603110,Kanchipuram
node/325783950,MGM Dizee World,Tourist Attractions,12.8266559,80.2420491,603112,Kanchipuram
node/325787792,Shri Sakthi Vidyalaya,Schools,12.8861992,80.2460833,600119,Kanchipuram
node/330069938,Corporation Boys High School,Schools,11.0049837,76.9474178,641012,Coimbatore
node/330069956,Corporaton School for Deaf,Schools,11.0056048,76.9494051,641012,Coimbatore
node/330069961,Kamatchiamman Temple,Temples,11.0095838,76.9454998,641012,Coimbatore
node/330069969,SRP Ponnuswamy Chettiar Sundrammal Vidhyalaya Matric School,Schools,11.0131455,76.9468444,641012,Coimbatore
node/330069972,Vidya Vriksha Play School,Schools,11.0106805,76.9486042,641012,Coimbatore
node/330069974,Bishop Ubagarm's Primary School,Schools,11.0130484,76.942949,641012,Coimbatore
node/330070078,Kattur Municipal Elementary School,Schools,11.0077787,76.9641166,641011,Coimbatore
node/330774684,Peeliamman Temple,Temples,12.9933852,80.2373556,600020,Chennai
node/330774689,Temple,Temples,12.9871921,80.2342045,600096,Kanchipuram
node/330780590,Taramani Guest House,Bus Stations,12.9867147,80.2332146,600096,Kanchipuram
node/332004889,Kundrathur Murugan Temple,Temples,12.9850064,80.0929198,603203,Kanchipuram
node/332004894,Kundrathur Temple MTC Terminus,Bus Stations,12.9872165,80.0932375,603203,Kanchipuram
node/332065830,Adyar Ananda Bhavan,Apartments,13.0340003,80.2677522,600028,Chennai
node/334222896,New Woodlands Hotel,Bus Stations,13.0448129,80.2632997,600014,Chennai
node/334267136,Spencers,Bus Stations,12.9960126,80.2678,600020,Chennai
node/334641386,Vembaliamman Koil,Temples,12.9834049,80.2679528,600020,Chennai
node/335503095,Corporation Ward 152 Office,Offices,12.9978776,80.2614478,600020,Chennai
node/335686794,Periyar Wildlife Sanctuary (Entrance),Tourist Attractions,9.5976585,77.1729756,625518,Theni
node/335983002,Snake Park,Tourist Attractions,13.0032701,80.2384929,600085,Chennai
node/337578514,Stanes Higher Secondary School,Schools,11.0063593,76.9724885,641011,Coimbatore
node/340042533,Hasthinapuram MTC Terminus,Bus Stations,12.9404439,80.1505864,600074,Kanchipuram
node/340088810,Tambaram MTC Terminus,Bus Stations,12.9253393,80.1167451,600097,Kanchipuram
node/340088821,Tambaram East MTC Terminus,Bus Stations,12.923598,80.1170906,600097,Kanchipuram
node/340355702,Thomattuchal,Bus Stations,11.5693851,76.2199205,643205,Nilgiris
node/340358611,Meppadi Junction,Bus Stations,11.5529705,76.1319561,643205,Nilgiris
node/340424122,Villa Prakriti,Residential Complexes,9.6173525,77.1576131,625518,Theni
node/340766697,பழவேற்காடு,Bus Stations,13.4177224,80.313942,601205,Tiruvallur
node/340890453,Ward 155 Corporation Office,Offices,12.9859085,80.2593534,600020,Chennai
node/343251191,Sangeetha Residency,Residential Complexes,13.0367415,80.2672996,600086,Chennai
node/343302374,"Nitya Kalyana Perumal Temple, Tiruvidanthai",Temples,12.7632395,80.2421893,603112,Kanchipuram
node/343436818,Kikani Higher Secondary School,Schools,11.0115779,76.9579425,641011,Coimbatore
node/343438043,Coporation Girls Higher Secondary School,Schools,11.0137003,76.9608378,641011,Coimbatore
node/343438055,Corporation Elementary School,Schools,11.0136837,76.9616315,641011,Coimbatore
node/343692219,Petrol Pump Stop,Bus Stations,10.656009,77.0067328,642002,Coimbatore
node/343729097,Sri Lankan High Commission,Offices,13.0440148,80.2581688,600086,Chennai
node/344407898,Villangkurichi,Residential Complexes,11.0737435,77.0169513,641035,Coimbatore
node/344411089,Sterling Road,Bus Stations,13.0635006,80.2434529,600031,Chennai
node/344420267,Ayanavaram MTC Terminus,Bus Stations,13.0985912,80.2420039,600011,Chennai
node/346037148,RS Puram Corporation Girls High School,Schools,11.0102989,76.9469568,641012,Coimbatore
node/347339850,Kali Temple,Temples,12.9447808,80.126428,600097,Kanchipuram
node/347340980,Rama Anjaneya Koil,Temples,12.9411169,80.1311487,600097,Kanchipuram
node/347356350,Balalok Matriculation Higher Secondary School,Schools,13.0542557,80.1943992,600084,Chennai
node/347362882,JaiGopal Garodia Girls High school,Schools,13.0530994,80.1967081,600084,Chennai
node/347366616,Nageswarar Temple,Temples,12.998064,80.0933359,603203,Kanchipuram
node/347998968,Panathuru Dinne,Bus Stations,12.9296475,77.7124354,635103,Krishnagiri
node/353002048,Parvathipuram,Bus Stations,8.1901957,77.3995912,629001,Kanyakumari
node/353002120,Kuzhiturai,Railway Stations,8.3013061,77.2186619,629165,Kanyakumari
node/353002292,Nagercoil Junction,Railway Stations,8.174535,77.4438789,629002,Kanyakumari
node/353002340,Aralvaymozhi,Railway Stations,8.2483557,77.5279284,627425,Tirunelveli
node/353002398,N. Panakudi,Railway Stations,8.3146578,77.5814273,627131,Tirunelveli
node/353002400,Vaishnavi Gardens,Residential Complexes,8.3097036,77.5771355,627133,Tirunelveli
node/353002619,Nanguneri,Railway Stations,8.4898391,77.6632221,627108,Tirunelveli
node/353032403,Mathur Hanging Aqueduct,Tourist Attractions,8.3361688,77.2944591,629177,Kanyakumari
node/353035570,Kottar,Bus Stations,8.1751208,77.4365054,629002,Kanyakumari
node/353052107,Kadayanallur,Railway Stations,9.0856852,77.3629798,627751,Tirunelveli
node/353064222,Five Falls,Tourist Attractions,8.9310935,77.2382226,627802,Tirunelveli
node/353064223,Courtallam Falls,Tourist Attractions,8.9296643,77.2692338,627802,Tirunelveli
